MİZAN;;;;;;
ALANYA ÖZKAN KIRTASİYE MAT.YAY.İNŞ.TİC.LTD.ŞTİ.;;;;;;
120.225;TOPCU TURİZM KUYUMCULUK NAK.İNŞ.TİC.LTD.ŞTİ.;TL;1.665,00;;1.665,00;
120.227;M.A. SU SU OTELCİLİK TURİZM İNŞAAT VE SEYAHAT LİMİTED ŞİRKETİ;TL;47,90;;47,90;
120.232;ÖZLER-PET PETROL DİNSPOR TES.GIDA HAY.SERACILIK İNŞ.;TL;19.867,56;5.771,91;14.095,65;
120.234;HASAN ALİ EMİROĞLU;TL;29.396,86;10.000,00;19.396,86;
120.235;CİMRİN TURİZM İNŞAATTAAHHÜT TİCARETLTD ŞTİ;TL;28.473,50;3.000,00;25.473,50;
120.236;METİN DOĞAN ÖZEL EĞİTİM SAĞLIK TİCARET VE SANAYİ LİMİTED ŞİRKETİ;TL;50.599,67;;50.599,67;
120.238;ELİF TURİZM TİC.VEİŞLETMECİLİK A.Ş;TL;141.618,03;36.274,43;105.343,60;
120.239;GARDENİA YİYECEK İÇECEK HİZMETLERİ TURİZM VE TİCARET LİMİTED ŞİRKETİ;TL;15.703,84;;15.703,84;
120.24;BERA TURİZM İNŞAAT SEYAHAT TİC.A.Ş.;TL;17.184,90;4.490,40;12.694,50;
120.240;GÜVENİRLER İNŞAAT TURİZM TİC LTD ŞTİ;TL;19.778,40;;19.778,40;
120.242;ON1 EĞİTİM KURUMLARI ANONİM ŞİRKETİ;TL;7.066,25;1.215,00;5.851,25;
120.246;KIZILKULE YAPI DENETİM LİMİTED ŞİRKETİ;TL;18.901,14;9.741,00;9.160,14;
120.248;KAHYAM TURİZM İŞL.VE TİC.LTD.ŞTİ.;TL;80,00;;80,00;
120.249;ATEŞ TURİZM VE TARIMSAL YATIRIMLAR ANONİM ŞİRKETİ;TL;3.499,50;3.499,49;0,01;
120.257;HEPSİBURADA- D-MARKET ELEKTRONİKHİZMETLER VE TİCARETA.Ş.;TL;10.999,00;10.999,00;;
120.260;DEMİREL OTELCİLİK TURİZM İNŞAAT TARIM GIDA VE TİCARET LİMİTED ŞİRKETİ;TL;621,50;620,00;1,50;
120.261;KODAL İNŞAAT MALZEMELERİ MÜTEAHHİTLİK İNŞAAT TAAHHÜT TURİZM TİCARET VE SANAYİ LİMİTED ŞİRKETİ;TL;16.838,75;16.838,02;0,73;
120.270;YILMAZ ALANYA PETROL ÜRÜNLERİ PAZARLAMA İTHALAT İHRACAT TURİZM İNŞAAT TİCARET VE SANAYİ LİMİTED ŞİR;TL;1.090,00;;1.090,00;
120.276;PEKER İTRİYAT KOZMETİK GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;TL;7.065,42;7.065,42;;
120.277;OPAL YAPI-İNŞAAT MALZ.PAZ. TURZ. TİC. İTH.VE İHR LTD ŞTİ.;TL;11.414,89;7.772,21;3.642,68;
120.278;OKAN TUR.İŞL.TİC.A.Ş;TL;15.570,68;;15.570,68;
120.281;ORGUN EĞİTİM DANIŞMANLIK VE TİCARET LİMİTED ŞİRKETİ;TL;160.224,90;79.149,75;81.075,15;
120.284;ALAN MÜHENDİSLİK MİMARLIK İLETİŞİM HİZMETLERİ EMLAK KOMİSYONCULUĞU İNŞAAT TAHHÜT TEKSTİL TURİZM İTH;TL;56.468,64;54.000,00;2.468,64;
120.289;AKINCIOĞULLARI HAMUR KİREÇ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;TL;307,50;307,50;;
120.291;ALANYA AYTUR TURİZMVE TİCARET A.Ş.;TL;17.996,32;8.629,60;9.366,72;
120.292;ÖZ İNŞAAT TURİZM PETROL GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;TL;7.528,64;;7.528,64;
120.293;A11 GAYRİMENKUL VE OTELCİLİK ANONİM ŞİRKETİ;TL;212,21;212,21;;
120.296;OTKA TURİZM İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ;TL;4.222,25;;4.222,25;
120.299;ALMAK SANAYİ VE TİCARET LTD.ŞTİ.;TL;20.394,95;20.394,95;;
120.300;KAMBUROĞLU İTHALAT İHRACAT İNŞAAT İNŞAAT YAPI MALZEMELERİ KUYUMCULUK TURİZM TİCARET NAKLİYAT VE SAN;TL;31.192,11;29.664,50;1.527,61;
120.301;İCON MC İNŞAAT EMLAK TURİZM TİCARET LİMİTED ŞİRKETİ;TL;2.844,00;2.844,00;;
120.305;ALANYA KALE YAPI DENETİM LİMİTED ŞİRKETİ;TL;23.397,36;363,75;23.033,61;
120.309;KIRBIYIK İÇECEK DAĞIPAZ.TRZ.OTEL.İNŞ.TİCS.A.Ş.;TL;27.449,69;;27.449,69;
120.318;AYŞEGÜL KAYHAN;TL;43.262,50;43.262,50;;
120.319;YBO ÖZEL EĞİTİM HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;TL;26.559,09;26.557,54;1,55;
120.322;ALANGÜN TURİZMİŞLETME TİC AŞ;TL;1.437,32;1.437,32;;
120.326;MİYASE CEREN AKKOÇ- DENİZ VE DOĞAM ANAOKULU;TL;353.039,58;100.000,00;253.039,58;
120.327;FİZMAT EĞİTİM HİZMETLERİ VE TİCARET LİMİTED ŞİRKETİ;TL;6.252,50;;6.252,50;
120.328;GÖKCAN KİŞİSEL GELİŞİM EĞİTİM HİZMETLERİ TURİZM VE TİCARET LİMİTED ŞİRKETİ;TL;6.709,98;;6.709,98;
120.329;GÜLSEREN ŞENGÜL- ÖZEL GÖK VE SU ANAOKULU;TL;28.982,71;13.740,00;15.242,71;
120.330;BÜKE YAŞAR- ÖZEL GÜNEŞLİ BAHÇE ANAOKULU;TL;2.972,56;;2.972,56;
120.333;BARBAROS AZAKOĞLU ORTAOKULU OKUL AİLE BİRLİĞİ;TL;274.750,00;274.750,00;;
120.338;MUSTAFA GÖNÜLLÜ ORT. - ALANYA MATBAASI;TL;9.692,90;;9.692,90;
120.339;RUKİYE OKŞAR;TL;104.568,08;;104.568,08;
120.342;AKDENİZ HİSAR MİMARLIK MÜHENDİSLİK EMLAK İNŞ.TİC.LTD.ŞTİ.;TL;5.721,75;245,25;5.476,50;
120.347;KRİTER TURİZM İNŞAAT TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ-KARTUŞBANK;TL;2.448,58;;2.448,58;
120.349;PROFİT REAL ESTATE EMLAK İNŞAAT ARAÇ KİRALAMA TURİZM TİCARET VE SANAYİ LİMİTED ŞİRKETİ;TL;9.304,62;;9.304,62;
120.352;GOLDEN RİVİERA EMLAKİNŞAAT TAAH.TUR.SAĞ.TİC.SAN.LTD.ŞTİ.;TL;19.965,52;5.000,00;14.965,52;
120.356;HZH YAPI İNŞAAT TİCARET ANONİM ŞİRKETİ;TL;991,60;991,60;;
120.359;TORUS YAPI ADİ ORTAKLIĞI;TL;2.486,10;;2.486,10;
120.362;ASSA ALANYA İNŞAAT TİCARET LİMİTED ŞİRKETİ;TL;2.611,00;2.611,00;;
120.365;TÜRKİYE DİYANET VAKFI GENEL MERKEZİ;TL;114,76;;114,76;
120.370;ANTALYA ALANYA ANAOKULU CAN;TL;11.385,00;11.385,00;;
120.371;ANTALYA ALANYA ANAOKULU ŞEHİT CENNET YİĞİT;TL;14.998,50;14.998,50;;
120.375;AZURA PARK SİTE YÖNETİMİ;TL;4.201,40;4.201,38;0,02;
120.379;ŞEKER PORTAKALI EĞİTİM HİZMETLERİ TİCARET LİMİTED ŞİRKETİ;TL;24.697,79;20.000,00;4.697,79;
120.380;PARLAYÜKSEL PLASTİKAMBALAJ İMA.SAN.VE TİC.İH.LTD.ŞT;TL;3.667,81;1.205,00;2.462,81;
120.381;STATUS PROPERTY EMLAK İNŞAAT LİMİTED ŞİRKETİ;TL;2.871,46;;2.871,46;
120.383;SABAŞ DAYANIKLI TÜKETİM MAL.TUR.İNŞ.TİC.PAZ.LTD.ŞTİ.;TL;15.090,28;6.998,69;8.091,59;
120.385;OBA KÖY GIDA TURİZMİNŞAAT SAN TİC LTD ŞTİ;TL;405,01;;405,01;
120.390;TOKSÖZ MÜHENDİSLİKİNŞ.TURİZM VE TİC.LTD.ŞTİ.;TL;69.401,37;;69.401,37;
120.391;AYC ADASA YAPI DENETİM LİMİTED ŞİRKETİ;TL;34.156,09;;34.156,09;
120.394;SAF-TUR TURİZM TİC.A.Ş.;TL;9.962,48;9.962,40;0,08;
120.404;DAMLATAŞ YAPI DENETİM LİMİTED ŞİRKETİ;TL;6.484,82;4.000,00;2.484,82;
120.405;ATZ ÖZEL EĞİTİM DANIŞMANLIK VE TİCARET LİMİTED ŞİRKETİ;TL;3.104,93;2.100,00;1.004,93;
120.406;PREFABHOUSE İNŞAAT İTHALAT İHRACAT TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ;TL;4.455,76;4.453,76;2,00;
120.414;ORMATUR ULUSLARARASI TURİZM ANONİM ŞİRKETİ;TL;1.543,37;;1.543,37;
120.418;NURAY OKŞAR VE ORTAĞI - AKIL KÜPÜ KREŞ;TL;37.407,80;;37.407,80;
120.419;REGİOCOM İLETİŞİM MERKEZİ ANONİM ŞİRKETİ;TL;31.660,09;27.741,80;3.918,29;
120.420;KARALAR OTOMOTİV ZİRAİ ALETLER PETROL ÜRÜNLERİ KUYUMCULUK İNŞAAT TURİZM TİCARET VE SANAYİ LTD.ŞTİ.;TL;3.048,04;3.048,00;0,04;
120.421;RSE TURİZM OTELCİLİK İNŞAAT TAAHHÜT VE TİCARET LİMİTED ŞİRKETİ;TL;6.574,11;;6.574,11;
120.422;ÖZDENCE İNŞAAT TAŞIMACILIK TURİZM GIDA HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;TL;630,16;;630,16;
120.424;METAŞ GRUP YAPI ÜRÜNLERİ ALÜMİNYUM SANAYİ TİCARET ANONİM ŞİRKETİ;TL;5.850,00;5.850,00;;
120.425;ŞEN-TUR ŞENLİ TURİZM TİCARET VE SANAYİ LİMİTED ŞİRKETİ;TL;35.056,39;2.446,27;32.610,12;
120.427;TOKUŞ TURİSTİK YATIRIMLAR TİCARET VE İNŞAAT ANONİM ŞİRKETİ;TL;3.144,00;;3.144,00;
120.428;SERGİ SYS TEKSTİL TURİZM İNŞAAT VE TİCARET LİMİTED ŞİRKETİ;TL;33.799,41;;33.799,41;
120.429;EGETUĞ TURİZM GIDA TİCARET LİMİTED ŞİRKETİ;TL;36.614,86;5.395,57;31.219,29;
120.430;YEKTA ALARA PARK SİTE YÖNETİMİ;TL;313,76;56,50;257,26;
120.432;YEKTA BLUE 4 RESIDANCE SİTE YÖNETİCİLİĞİ;TL;225,00;225,00;;
120.433;YEKTA KINGDOM TRADE CENTER A, B , C , D BLOK YÖNETİMİ;TL;785,01;672,50;112,51;
120.434;ALMA MATER ÖZEL EĞT.HİZ. TURİZM İNŞAAT TAŞIMACILIK MATBAACILIK VE YAYINCILIK YEMEKÇİLİK TİC.LTD.ŞTİ.;TL;11.920,61;6.430,44;5.490,17;
120.435;TURUNCU RESTORAN İŞLETMECİLİĞİ LİMİTED ŞİRKETİ;TL;225,25;;225,25;
120.438;OMC TURİZM OTELCİLİK DANIŞMANLIK TİCARET İNŞAAT ANONİM ŞİRKETİ;TL;54.962,27;;54.962,27;
120.439;BAYRAM KIZILKAYA;TL;25.000,00;25.000,00;;
120.441;RÜZGAR GÜLÜ EGITIM HIZMETLERI LİMİTED ŞİRKETİ;TL;73.356,43;20.000,00;53.356,43;
120.442;ALTA TURİZM VE TİCARET ANONİM ŞİRKETİ;TL;45.499,30;34.368,00;11.131,30;
120.493;OLGU TURİZM SEYAHATTAŞIMA VE TİCARET A.Ş.;TL;1.015,50;1.015,50;;
120.50;ALYA TURİZM TİC.AŞ.;TL;86.396,86;23.198,52;63.198,34;
120.51;SADULLAHOĞLU TUR.TİC.İNŞ.DAY.TÜK.MAL.PAZ.SAN.A.Ş.;TL;74.675,44;32.303,13;42.372,31;
120.521;DÜNYAM ALANYA EĞİTİM SAĞLIK TURİZM VE TİCARET LİMİTED ŞİRKETİ;TL;45.949,96;;45.949,96;
120.70;RUBİ OTELCİLİK VE TURİZM AŞ.;TL;35.842,72;11.000,00;24.842,72;
120.71;ÖZEL ALANYA PERİ ANAOKULU- FERİDUN ÖZDEŞ;TL;71.874,35;41.877,80;29.996,55;
120.73;ELİTE GAYRİMENKUL İNŞ.TİC.AŞ.;TL;12.027,10;;12.027,10;
120.78;AYTUR TUR.TİC.LTD.ŞTİ.;TL;456.893,51;240.201,75;216.691,76;
120.80;ŞEFLERA TUR.İŞL.TİC.AŞ.;TL;2.952,50;;2.952,50;
120.81;TURSOT OTEL.TUR.TİC.LTD.;TL;122.715,76;40.500,00;82.215,76;
120.84;MUHAMMED İKBAL MÜCAHİTOĞLU- NİL KİTAP KIRT.;TL;2.741,17;;2.741,17;
120.87;LUXXIS EMLAK TUR.TİC.LTD.ŞTİ.;TL;472,74;;472,74;
120.900;MEB KURUMLARI- MAL MÜDÜRLÜĞÜ ÖDEMESİ;TL;152.493,30;152.493,30;;
126;VERİLEN DEPOZİTO VE TEMİNATLAR;;4.538,77;;4.538,77;
126.02;CK AKDENİZ AŞ. ELEKTRİK DEPOZİTOSU;TL;4.538,77;;4.538,77;
15;STOKLAR;;33.342.480,81;6.788.459,07;26.554.021,74;
153;TİCARİ MALLAR;;24.403.634,72;5.975.983,36;18.427.651,36;
153.00;KDV SİZ MAL ALIŞLARI;TL;6.805.156,30;1.727.570,95;5.077.585,35;
153.10;% 10 KDV Lİ ALIŞLAR;;4.379.380,31;1.095.983,20;3.283.397,11;
153.10.02;KIRTASİYE ALIŞLARI;TL;4.379.380,31;1.095.983,20;3.283.397,11;
153.19;FENERİUM ALIŞLAR;;4.406.807,77;657.165,51;3.749.642,26;
153.19.03;%20 KDV Lİ NAKLİYE;TL;12.415,00;12.415,00;;
153.19.10;%10 KDV Lİ MALZEME ALIŞLARI;TL;4.142.338,14;578.660,69;3.563.677,45;
153.19.20;% 20 KDV Lİ MALZEME ALIŞLARI;TL;247.953,08;61.988,27;185.964,81;
153.19.90;İADE EDİLEN MALLAR;;4.101,55;4.101,55;;
153.19.90.10;İADE EDİLEN MALLAR  % 10 KDV;TL;4.101,55;4.101,55;;
153.20;%20 KDV Lİ ALIŞLAR;;8.625.026,19;2.307.999,55;6.317.026,64;
153.20.01;%20 KDV Lİ KIRTASİYE ALIŞLARI;TL;8.573.406,33;2.256.379,69;6.317.026,64;
153.20.02;%20 KDV Lİ NAKLİYE;TL;51.619,86;51.619,86;;
153.90;İADE VE İPTALLERE AİT KDV;;187.264,15;187.264,15;;
153.90.00;İADE EDİLEN MALLAR % 0 KDV Lİ;TL;35.042,50;35.042,50;;
153.90.10;İADE EDİLEN MALLAR  % 10 KDV;TL;1.517,50;1.517,50;;
153.90.20;İADE EDİLEN MALLAR  % 20 KDV;TL;150.704,15;150.704,15;;
159;VERİLEN SİPARİŞ AVANSLARI;;8.938.846,09;812.475,71;8.126.370,38;
159.08;BİLGİYOLU KÜLTÜR EĞİTİM YAYINCILIK VE PAZARLAMA İTHALAT İHRACAT A.Ş.;TL;988.582,51;117.717,66;870.864,85;
159.104;TEKNOOFİS1 KAĞIT RULO LTD;TL;319,59;319,59;;
159.130;AKGÜN EĞİTİM HİZM.;TL;962.338,53;;962.338,53;
159.137;MAVİTİKLİ BASIM YAY;TL;279.256,77;153.894,64;125.362,13;
159.154;YUMURCAK YAYINLARI;TL;28.042,10;15.551,05;12.491,05;
159.156;KÖŞEKAYALAR KIRT.LTD;TL;6.352,47;6.352,47;;
159.164;BAHRİ AKIN- BATI KIRTASİYE;TL;178.308,05;;178.308,05;
159.172;GIPTA OFİS KIRTASİYE;TL;167,52;83,76;83,76;
159.176;ETKİN SONUÇ YAYINLARI;TL;553.878,44;109.441,73;444.436,71;
159.177;KİDA KİTAP YAYIN DAĞ.;TL;1.034.766,60;63.169,16;971.597,44;
159.180;KVA YAYINCILIK;TL;490.120,52;49.060,26;441.060,26;
159.185;SCRİKSS KALEM KIRTASİYE;TL;3.789,21;3.789,21;;
159.187;DAMLA YAYINEVİ;TL;67.388,81;43.533,34;23.855,47;
159.1908;ENTEGRA BİLİŞİM SAN. A.Ş.;TL;357,50;;357,50;
159.212;EPİSTO KİTAP KIRTASİYE;TL;147.359,99;;147.359,99;
159.215;KOZA KARACA YAY.PAZ.AŞ.;TL;177.321,70;;177.321,70;
159.242;ÖZGÜN ÇAĞDAŞ YAYIN;TL;357.534,49;85.892,87;271.641,62;
159.316;BIC PAZARLAMA LTD;TL;83.936,10;;83.936,10;
159.317;MURAT YAYINLARI LTD;TL;53.719,68;53.719,68;;
159.319;BUDAK KAĞIT PAZ.;TL;255.338,05;;255.338,05;
159.335;ÇETİNTAŞ AV MALZEMELERİ;TL;396,06;;396,06;
159.341;KALITIM BAS.YAYIN;TL;21.379,89;21.379,89;;
159.354;KADIOĞLU KIRT.LTD;TL;1.978.283,02;;1.978.283,02;
159.358;MU BA YAY.LTD;TL;895.358,40;19.367,61;875.990,79;
159.392;TAYFUN ŞAHİN;TL;50.437,55;50.437,55;;
159.412;MAVİ DENİZ YAYINCILIK;TL;1,14;;1,14;
159.414;HALİT KAYA;TL;86.229,19;;86.229,19;
159.425;AKSEL DIŞ TİCARET A.Ş.;TL;778,82;;778,82;
159.426;SABRİ TALAY;TL;24,49;24,49;;
159.429;NAVEK SPORTİF ÜRÜNLER;TL;1.427,38;713,69;713,69;
159.433;ALBA MAKİNA SAN.TİC.LTD;TL;3.490,04;1.745,02;1.745,02;
159.523;ZAFER EĞİTİM LTD;TL;204.235,00;;204.235,00;
159.557;ATAKAN KİTAP KIRTASİYE;TL;23.288,98;11.644,54;11.644,44;
159.564;ARI YAYINCILIK TİCARET LİMİTED ŞİRKETİ;TL;4.637,50;4.637,50;;
